No.,cpuname,Description:,Socket:,Clockspeed:,Turbo Speed:,Cores:,Threads:,Typical TDP:,Cache Size:,Memory Support:,Other names:,CPU First Seen on Charts:,CPUmark/$Price:,Overall Rank:,Last Price Change:,PassMark CPU Rating:,Single Thread Rating:,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread,single_thread,multi_thread,FLOPS,Class:,TDP Down:,TDP Up,Total Cores:,Primary Cores:,Secondary Cores:,Performance Cores:,Efficient Cores:
3546,Intel Xeon E-2288G @ 3.70GHz,Intel UHD Graphics P630,FCLGA1151-2,3.7 GHz,5.0 GHz,8,16,95 W,"L1: 256 KB, L2: 1.0 MB, L3: 16 MB","Max. Memory Size: 128 GB (DDR4-2666, ECC Supported)","Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz, Intel Xeon E-2288G CPU @ 3.70GHz",Q3 2019,32.20,587,From submitted results to PerformanceTest V10 as of 31st of October 2023.,17358,2912,"63,560 MOps/Sec","40,144 MOps/Sec",46 Million Primes/Sec,"34,785 Thousand Strings/Sec","6,676 MBytes/Sec","262,404 KBytes/Sec",897 Frames/Sec,"16,212 Million Matrices/Sec","2,912 MOps/Sec",2912.0,16212.0,40144.0,Server,,,,,,,
3602,Intel Core i5-9600T @ 2.30GHz,Intel UHD Graphics 630,FCLGA1151-2,2.3 GHz,3.9 GHz,6,6,35 W,"L1: 256 KB, L2: 1.0 MB, L3: 9 MB",Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-9600T CPU @ 2.30GHz, Intel Core i5-9600T CPU @ 2.30GHz",Q4 2019,44.97,981,From submitted results to PerformanceTest V10 as of 31st of October 2023.,9580,2418,"25,838 MOps/Sec","22,337 MOps/Sec",47 Million Primes/Sec,"17,353 Thousand Strings/Sec","3,303 MBytes/Sec","128,489 KBytes/Sec",850 Frames/Sec,"7,171 Million Matrices/Sec","2,418 MOps/Sec",2418.0,7171.0,22337.0,Desktop,25 W,,,,,,
3549,Intel Core i7-10510U @ 1.80GHz,Intel UHD Graphics,FCBGA1528,1.8 GHz,4.9 GHz,4,8,15 W,"L1: 256 KB, L2: 1.0 MB, L3: 8 MB","Max. Memory Size: 64 GB (DDR4-2666, LPDDR3-2133, LPDDR4-2933)","Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz, Intel Core i7-10510U CPU @ 1.80GHz",Q3 2019,16.30,1299,From submitted results to PerformanceTest V10 as of 31st of October 2023.,6665,2316,"24,089 MOps/Sec","14,571 MOps/Sec",23 Million Primes/Sec,"11,512 Thousand Strings/Sec","2,213 MBytes/Sec","86,306 KBytes/Sec",479 Frames/Sec,"5,355 Million Matrices/Sec","2,316 MOps/Sec",2316.0,5355.0,14571.0,Laptop,10 W,: 25 W,,,,,
3556,Intel Xeon E5-1428L v2 @ 2.20GHz,Intel(R) Xeon(R) CPU E5-1428L v2 @ 2.20GHz,FCLGA1356,2.2 GHz,2.7 GHz,6,12,60 W,"L1: 512 KB, L2: 2.0 MB, L3: 15 MB","Max. Memory Size: 384 GB (DDR3 800/1066/1333, ECC Supported)",Intel(R) Xeon(R) CPU E5-1428L v2 @ 2.20GHz,Q3 2019,307.05,1375,From submitted results to PerformanceTest V10 as of 31st of October 2023.,6255,1096,"21,566 MOps/Sec","10,997 MOps/Sec",36 Million Primes/Sec,"13,629 Thousand Strings/Sec","1,742 MBytes/Sec","99,582 KBytes/Sec",641 Frames/Sec,"4,270 Million Matrices/Sec","1,096 MOps/Sec",1096.0,4270.0,10997.0,Server,,,,,,,
3587,AMD Ryzen 7 3780U,Microsoft Surface Edition,FP5,2.3 GHz,4.0 GHz,4,8,15 W,"L1: 384 KB, L2: 2.0 MB, L3: 4 MB",,AMD Ryzen 7 Microsoft Surface (R) Edition,Q4 2019,NA,1262,NA,6910,1953,"25,172 MOps/Sec","12,489 MOps/Sec",17 Million Primes/Sec,"10,498 Thousand Strings/Sec","5,770 MBytes/Sec","93,458 KBytes/Sec",397 Frames/Sec,"3,494 Million Matrices/Sec","1,953 MOps/Sec",1953.0,3494.0,12489.0,Laptop,12 W,: 35 W,,,,,
3575,AMD Ryzen 9 3900,AMD Ryzen 9 3900 12-Core Processor,AM4,3.1 GHz,4.3 GHz,12,24,65 W,"L1: 768 KB, L2: 6.0 MB, L3: 64 MB",,AMD Ryzen 9 3900 12-Core Processor,Q4 2019,61.17,218,From submitted results to PerformanceTest V10 as of 31st of October 2023.,30833,2609,"98,516 MOps/Sec","57,071 MOps/Sec",203 Million Primes/Sec,"45,618 Thousand Strings/Sec","26,903 MBytes/Sec","416,717 KBytes/Sec","1,619 Frames/Sec","26,266 Million Matrices/Sec","2,609 MOps/Sec",2609.0,26266.0,57071.0,Desktop,,,,,,,
3564,AMD Ryzen 7 PRO 3700,AMD Ryzen 7 PRO 3700 8-Core Processor,AM4,3.6 GHz,4.4 GHz,8,16,65 W,"L1: 512 KB, L2: 4.0 MB, L3: 32 MB",,AMD Ryzen 7 PRO 3700 8-Core Processor,Q3 2019,69.57,384,From submitted results to PerformanceTest V10 as of 31st of October 2023.,22958,2685,"67,783 MOps/Sec","39,616 MOps/Sec",107 Million Primes/Sec,"32,842 Thousand Strings/Sec","19,552 MBytes/Sec","307,546 KBytes/Sec","1,150 Frames/Sec","19,860 Million Matrices/Sec","2,685 MOps/Sec",2685.0,19860.0,39616.0,Desktop,,,,,,,
3538,AMD EPYC 7502P,AMD EPYC 7502P 32-Core Processor,SP3,2.5 GHz,3.4 GHz,32,64,180 W,"L1: 2048 KB, L2: 16.0 MB, L3: 128 MB",,AMD EPYC 7502P 32-Core Processor,Q3 2019,29.35,89,From submitted results to PerformanceTest V10 as of 31st of October 2023.,49887,1964,"209,789 MOps/Sec","122,604 MOps/Sec",323 Million Primes/Sec,"97,327 Thousand Strings/Sec","60,121 MBytes/Sec","875,730 KBytes/Sec","4,049 Frames/Sec","53,709 Million Matrices/Sec","1,964 MOps/Sec",1964.0,53709.0,122604.0,Server,,,,,,,
3674,AMD Ryzen Threadripper 3990X,AMD Ryzen Threadripper 3990X 64-Core Processor,sTRX4,2.9 GHz,4.3 GHz,64,128,280 W,"L1: 4096 KB, L2: 32.0 MB, L3: 256 MB",,AMD Ryzen Threadripper 3990X 64-Core Processor,Q1 2020,16.66,21,From submitted results to PerformanceTest V10 as of 31st of October 2023.,80991,2572,"493,448 MOps/Sec","282,305 MOps/Sec",465 Million Primes/Sec,"193,844 Thousand Strings/Sec","130,397 MBytes/Sec","1,929,818 KBytes/Sec","3,019 Frames/Sec","117,094 Million Matrices/Sec","2,572 MOps/Sec",2572.0,117094.0,282305.0,Desktop,,,,,,,
3554,Intel Core i5-9600 @ 3.10GHz,Intel UHD Graphics 630,FCLGA1151-2,3.1 GHz,4.6 GHz,6,6,65 W,"L1: 256 KB, L2: 1.0 MB, L3: 9 MB",Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz, Intel Core i5-9600 CPU @ 3.10GHz",Q3 2019,59.82,930,From submitted results to PerformanceTest V10 as of 31st of October 2023.,10306,2733,"29,627 MOps/Sec","25,147 MOps/Sec",38 Million Primes/Sec,"18,107 Thousand Strings/Sec","3,220 MBytes/Sec","143,710 KBytes/Sec",654 Frames/Sec,"11,941 Million Matrices/Sec","2,733 MOps/Sec",2733.0,11941.0,25147.0,Desktop,,,,,,,
3600,AMD EPYC 7452,AMD EPYC 7452 32-Core Processor,SP3,2.4 GHz,3.4 GHz,32,64,155 W,"L1: 128 KB, L2: 1.0 MB, L3: 16 MB",,AMD EPYC 7452 32-Core Processor,Q4 2019,35.93,97,From submitted results to PerformanceTest V10 as of 31st of October 2023.,48472,2006,"208,810 MOps/Sec","123,631 MOps/Sec",279 Million Primes/Sec,"89,941 Thousand Strings/Sec","60,721 MBytes/Sec","874,678 KBytes/Sec","3,505 Frames/Sec","52,972 Million Matrices/Sec","2,006 MOps/Sec",2006.0,52972.0,123631.0,Server,,,,,,,
3607,Intel Xeon E-2236 @ 3.40GHz,"Intel(R) Xeon(R) E-2236 CPU @ 3.40GHz, Intel Xeon E-2236 CPU @ 3.40GHz",FCLGA1151-2,3.4 GHz,4.8 GHz,6,12,80 W,"L1: 256 KB, L2: 1.0 MB, L3: 12 MB","Max. Memory Size: 128 GB (DDR4-2666, ECC Supported)","Intel(R) Xeon(R) E-2236 CPU @ 3.40GHz, Intel Xeon E-2236 CPU @ 3.40GHz",Q4 2019,28.51,732,From submitted results to PerformanceTest V10 as of 31st of October 2023.,14251,2845,"48,132 MOps/Sec","30,081 MOps/Sec",41 Million Primes/Sec,"27,325 Thousand Strings/Sec","5,392 MBytes/Sec","208,401 KBytes/Sec",848 Frames/Sec,"12,401 Million Matrices/Sec","2,845 MOps/Sec",2845.0,12401.0,30081.0,Server,,,,,,,
3593,Intel Core i9-9900KS @ 4.00GHz,Intel UHD Graphics 630,FCLGA1151-2,4.0 GHz,5.0 GHz,8,16,127 W,"L1: 256 KB, L2: 1.0 MB, L3: 16 MB",Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i9-9900KS CPU @ 4.00GHz, Intel Core i9-9900KS CPU @ 4.00GHz",Q4 2019,20.40,505,From submitted results to PerformanceTest V10 as of 31st of October 2023.,19535,3041,"69,570 MOps/Sec","43,368 MOps/Sec",52 Million Primes/Sec,"39,181 Thousand Strings/Sec","7,135 MBytes/Sec","296,779 KBytes/Sec","1,024 Frames/Sec","19,556 Million Matrices/Sec","3,041 MOps/Sec",3041.0,19556.0,43368.0,Desktop,,,,,,,
3583,AMD EPYC 3251,AMD EPYC 3251 8-Core Processor,SP4r2,2.5 GHz,3.1 GHz,8,16,50 W,"L1: 1536 KB, L2: 8.0 MB, L3: 16 MB",,AMD EPYC 3251 8-Core Processor,Q4 2019,44.17,742,From submitted results to PerformanceTest V10 as of 31st of October 2023.,13912,1881,"49,106 MOps/Sec","25,879 MOps/Sec",38 Million Primes/Sec,"23,440 Thousand Strings/Sec","14,196 MBytes/Sec","197,444 KBytes/Sec",812 Frames/Sec,"6,996 Million Matrices/Sec","1,881 MOps/Sec",1881.0,6996.0,25879.0,Server,,,,,,,
3437,Intel Pentium 5405U @ 2.30GHz,Intel UHD Graphics 610,FCBGA1528,2.3 GHz,,2,4,15 W,"L1: 256 KB, L2: 1.0 MB, L3: 2 MB",,"Intel(R) Pentium(R) CPU 5405U @ 2.30GHz, Intel Pentium CPU 5405U @ 2.30GHz",Q2 2019,14.11,2510,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2271,1323,"7,843 MOps/Sec","4,932 MOps/Sec",9 Million Primes/Sec,"4,492 Thousand Strings/Sec",861.8 MBytes/Sec,"34,248 KBytes/Sec",210 Frames/Sec,956 Million Matrices/Sec,"1,323 MOps/Sec",1323.0,956.0,4932.0,Laptop,12.5 W,,,,,,
3650,AMD EPYC 7302,AMD EPYC 7302 16-Core Processor,SP3,3.0 GHz,3.3 GHz,16,32,155 W,"L1: 1280 KB, L2: 10.0 MB, L3: 32 MB",,AMD EPYC 7302 16-Core Processor,Q1 2020,58.03,193,From submitted results to PerformanceTest V10 as of 31st of October 2023.,32936,2007,"102,653 MOps/Sec","61,020 MOps/Sec",303 Million Primes/Sec,"53,670 Thousand Strings/Sec","31,220 MBytes/Sec","471,275 KBytes/Sec","3,088 Frames/Sec","28,771 Million Matrices/Sec","2,007 MOps/Sec",2007.0,28771.0,61020.0,Server,,,,,,,
3558,Intel Core i5-1035G1 @ 1.00GHz,Intel UHD Graphics,FCBGA1526,1.0 GHz,3.6 GHz,4,8,15 W,"L1: 320 KB, L2: 2.0 MB, L3: 6 MB","Max. Memory Size: 64 GB (DDR4-3200, LPDDR4-3733)","Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz, Intel Core i5-1035G1 CPU @ 1.00GHz",Q3 2019,25.17,1174,From submitted results to PerformanceTest V10 as of 31st of October 2023.,7477,2255,"27,703 MOps/Sec","15,956 MOps/Sec",20 Million Primes/Sec,"10,181 Thousand Strings/Sec","4,258 MBytes/Sec","83,704 KBytes/Sec",433 Frames/Sec,"5,730 Million Matrices/Sec","2,255 MOps/Sec",2255.0,5730.0,15956.0,Laptop,13 W,: 25 W,,,,,
3692,Intel Xeon W-2223 @ 3.60GHz,Intel(R) Xeon(R) W-2223 CPU @ 3.60GHz,FCLGA2066,3.6 GHz,3.9 GHz,4,8,120 W,"L1: 256 KB, L2: 4.0 MB, L3: 8 MB","Max. Memory Size: 1.0 TB (DDR4 2666, ECC Supported)",Intel(R) Xeon(R) W-2223 CPU @ 3.60GHz,Q2 2020,22.35,1057,From submitted results to PerformanceTest V10 as of 31st of October 2023.,8578,2220,"26,009 MOps/Sec","16,246 MOps/Sec",35 Million Primes/Sec,"14,543 Thousand Strings/Sec","2,848 MBytes/Sec","114,439 KBytes/Sec",624 Frames/Sec,"9,596 Million Matrices/Sec","2,220 MOps/Sec",2220.0,9596.0,16246.0,Server,,,,,,,
3533,Intel Xeon Silver 4216 @ 2.10GHz,"Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz, Intel Xeon Silver 4216 CPU @ 2.10GHz",FCLGA3647,2.1 GHz,3.2 GHz,16,32,100 W,"L1: 512 KB, L2: 8.0 MB, L3: 22 MB",,"Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz, Intel Xeon Silver 4216 CPU @ 2.10GHz",Q3 2019,27.48,468,From submitted results to PerformanceTest V10 as of 31st of October 2023.,20613,1807,"77,404 MOps/Sec","47,475 MOps/Sec",87 Million Primes/Sec,"43,646 Thousand Strings/Sec","8,674 MBytes/Sec","343,595 KBytes/Sec","1,236 Frames/Sec","20,230 Million Matrices/Sec","1,807 MOps/Sec",1807.0,20230.0,47475.0,Server,,,,,,,
3631,Intel Xeon Gold 6238 @ 2.10GHz,Intel(R) Xeon(R) Gold 6238 CPU @ 2.10GHz,FCLGA3647,2.1 GHz,3.7 GHz,22,44,140 W,"L1: 64 KB, L2: 1.0 MB, L3: 30 MB",,Intel(R) Xeon(R) Gold 6238 CPU @ 2.10GHz,Q4 2019,3.75,272,From submitted results to PerformanceTest V10 as of 31st of October 2023.,27617,1691,"110,686 MOps/Sec","68,651 MOps/Sec",123 Million Primes/Sec,"60,575 Thousand Strings/Sec","11,613 MBytes/Sec","482,922 KBytes/Sec","1,736 Frames/Sec","35,581 Million Matrices/Sec","1,691 MOps/Sec",1691.0,35581.0,68651.0,Server,,,,,,,
3582,Intel Core i5-1035G7 @ 1.20GHz,Intel Iris Plus Graphics,FCBGA1526,1.2 GHz,3.7 GHz,4,8,15 W,"L1: 320 KB, L2: 2.0 MB, L3: 6 MB","Max. Memory Size: 64 GB (DDR4-3200, LPDDR4-3733)","Intel(R) Core(TM) i5-1035G7 CPU @ 1.20GHz, Intel Core i5-1035G7 CPU @ 1.20GHz",Q4 2019,26.23,1075,From submitted results to PerformanceTest V10 as of 31st of October 2023.,8394,2274,"28,280 MOps/Sec","16,501 MOps/Sec",25 Million Primes/Sec,"11,078 Thousand Strings/Sec","4,812 MBytes/Sec","93,469 KBytes/Sec",591 Frames/Sec,"6,628 Million Matrices/Sec","2,274 MOps/Sec",2274.0,6628.0,16501.0,Laptop,12 W,: 25 W,,,,,
3620,Intel Xeon Gold 5215 @ 2.50GHz,Intel(R) Xeon(R) Gold 5215 CPU @ 2.50GHz,FCLGA3647,2.5 GHz,3.4 GHz,10,20,85 W,"L1: 512 KB, L2: 8.0 MB, L3: 14 MB",,Intel(R) Xeon(R) Gold 5215 CPU @ 2.50GHz,Q4 2019,16.42,660,From submitted results to PerformanceTest V10 as of 31st of October 2023.,15624,1835,"52,613 MOps/Sec","32,712 MOps/Sec",67 Million Primes/Sec,"29,210 Thousand Strings/Sec","5,709 MBytes/Sec","232,286 KBytes/Sec","1,228 Frames/Sec","14,442 Million Matrices/Sec","1,835 MOps/Sec",1835.0,14442.0,32712.0,Server,,,,,,,
3682,Intel Xeon Gold 6226 @ 2.70GHz,"Intel(R) Xeon(R) Gold 6226 CPU @ 2.70GHz, Intel Xeon Gold 6226 CPU @ 2.70GHz",FCLGA3647,2.7 GHz,3.7 GHz,12,24,125 W,"L1: 512 KB, L2: 8.0 MB, L3: 19 MB",,"Intel(R) Xeon(R) Gold 6226 CPU @ 2.70GHz, Intel Xeon Gold 6226 CPU @ 2.70GHz",Q1 2020,18.89,496,From submitted results to PerformanceTest V10 as of 31st of October 2023.,19810,2104,"66,943 MOps/Sec","41,547 MOps/Sec",85 Million Primes/Sec,"38,630 Thousand Strings/Sec","7,160 MBytes/Sec","268,312 KBytes/Sec","1,492 Frames/Sec","23,697 Million Matrices/Sec","2,104 MOps/Sec",2104.0,23697.0,41547.0,Server,,,,,,,
3662,Intel Xeon Platinum 8280 @ 2.70GHz,"Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz, Intel Xeon Platinum 8280 CPU @ 2.70GHz",FCLGA3647,2.7 GHz,4.0 GHz,28,56,205 W,"L1: 1024 KB, L2: 16.0 MB, L3: 32 MB",,"Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz, Intel Xeon Platinum 8280 CPU @ 2.70GHz",Q1 2020,7.43,196,From submitted results to PerformanceTest V10 as of 31st of October 2023.,32781,2029,"162,166 MOps/Sec","100,513 MOps/Sec",115 Million Primes/Sec,"80,750 Thousand Strings/Sec","12,218 MBytes/Sec","699,470 KBytes/Sec","1,440 Frames/Sec","52,219 Million Matrices/Sec","2,029 MOps/Sec",2029.0,52219.0,100513.0,Server,,,,,,,
3632,Intel Core i9-10920X @ 3.50GHz,"Intel(R) Core(TM) i9-10920X CPU @ 3.50GHz, Intel Core i9-10920X CPU @ 3.50GHz",FCLGA2066,3.5 GHz,4.8 GHz,12,24,165 W,"L1: 512 KB, L2: 8.0 MB, L3: 19 MB",,"Intel(R) Core(TM) i9-10920X CPU @ 3.50GHz, Intel Core i9-10920X CPU @ 3.50GHz",Q4 2019,34.73,298,From submitted results to PerformanceTest V10 as of 31st of October 2023.,26325,2738,"94,380 MOps/Sec","58,877 MOps/Sec",96 Million Primes/Sec,"52,249 Thousand Strings/Sec","9,796 MBytes/Sec","409,329 KBytes/Sec","1,423 Frames/Sec","31,215 Million Matrices/Sec","2,738 MOps/Sec",2738.0,31215.0,58877.0,Desktop,,,,,,,
3624,Intel Xeon Platinum 8275CL @ 3.00GHz,"Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz, Intel Xeon Platinum 8275CL CPU @ 3.00GHz","Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz, Intel Xeon Platinum 8275CL CPU @ 3.00GHz",3.0 GHz,,24,48,,"L1: 256 KB, L2: 4.0 MB, L3: 36 MB",,"Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz, Intel Xeon Platinum 8275CL CPU @ 3.00GHz",Q4 2019,NA,138,NA,40794,2386,"157,792 MOps/Sec","98,107 MOps/Sec",183 Million Primes/Sec,"87,553 Thousand Strings/Sec","21,607 MBytes/Sec","681,849 KBytes/Sec","2,662 Frames/Sec","37,530 Million Matrices/Sec","2,386 MOps/Sec",2386.0,37530.0,98107.0,Server,,,,,,,
3636,AMD EPYC 7262,AMD EPYC 7262 8-Core Processor,SP3,3.2 GHz,3.4 GHz,8,16,155 W,"L1: 512 KB, L2: 4.0 MB, L3: 128 MB",,AMD EPYC 7262 8-Core Processor,Q4 2019,42.69,461,From submitted results to PerformanceTest V10 as of 31st of October 2023.,20795,2036,"54,539 MOps/Sec","32,051 MOps/Sec",138 Million Primes/Sec,"28,077 Thousand Strings/Sec","16,019 MBytes/Sec","250,725 KBytes/Sec","2,656 Frames/Sec","16,295 Million Matrices/Sec","2,036 MOps/Sec",2036.0,16295.0,32051.0,Server,,,,,,,
3618,AMD EPYC 7H12,AMD EPYC 7H12 64-Core Processor,SP3,2.6 GHz,3.3 GHz,64,128,280 W,"L1: 8128 KB, L2: 63.5 MB, L3: 512 MB",,AMD EPYC 7H12 64-Core Processor,Q4 2019,18.72,34,From submitted results to PerformanceTest V10 as of 31st of October 2023.,69633,1774,"404,692 MOps/Sec","238,918 MOps/Sec",636 Million Primes/Sec,"183,075 Thousand Strings/Sec","113,669 MBytes/Sec","1,764,612 KBytes/Sec","6,743 Frames/Sec","104,662 Million Matrices/Sec","1,774 MOps/Sec",1774.0,104662.0,238918.0,Server,,,,,,,
3534,Intel Xeon Gold 5220 @ 2.20GHz,"Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz, Intel Xeon Gold 5220 CPU @ 2.20GHz",FCLGA3647,2.2 GHz,3.9 GHz,18,36,125 W,"L1: 1024 KB, L2: 16.0 MB, L3: 25 MB",,"Intel(R) Xeon(R) Gold 5220 CPU @ 2.20GHz, Intel Xeon Gold 5220 CPU @ 2.20GHz",Q3 2019,23.70,347,From submitted results to PerformanceTest V10 as of 31st of October 2023.,24154,2364,"87,472 MOps/Sec","54,743 MOps/Sec",104 Million Primes/Sec,"49,594 Thousand Strings/Sec","8,463 MBytes/Sec","395,271 KBytes/Sec","1,554 Frames/Sec","27,403 Million Matrices/Sec","2,364 MOps/Sec",2364.0,27403.0,54743.0,Server,,,,,,,
3561,Intel Xeon Platinum 8260 @ 2.40GHz,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,FCLGA3647,2.4 GHz,3.9 GHz,24,48,165 W,"L1: 1536 KB, L2: 24.0 MB, L3: 36 MB",,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,Q3 2019,10.73,242,From submitted results to PerformanceTest V10 as of 31st of October 2023.,29360,2374,"132,529 MOps/Sec","83,367 MOps/Sec",99 Million Primes/Sec,"73,338 Thousand Strings/Sec","9,173 MBytes/Sec","605,836 KBytes/Sec","1,040 Frames/Sec","42,936 Million Matrices/Sec","2,374 MOps/Sec",2374.0,42936.0,83367.0,Server,,,,,,,
3713,AMD EPYC 7402,AMD EPYC 7402 24-Core Processor,SP3,2.8 GHz,3.4 GHz,24,48,180 W,"L1: 512 KB, L2: 4.0 MB, L3: 1,024 MB",,AMD EPYC 7402 24-Core Processor,Q2 2020,31.94,103,From submitted results to PerformanceTest V10 as of 31st of October 2023.,47648,2118,"173,937 MOps/Sec","107,308 MOps/Sec",374 Million Primes/Sec,"89,917 Thousand Strings/Sec","50,470 MBytes/Sec","765,419 KBytes/Sec","4,764 Frames/Sec","49,090 Million Matrices/Sec","2,118 MOps/Sec",2118.0,49090.0,107308.0,Server,,,,,,,
3598,AMD Ryzen 9 3950X,AMD Ryzen 9 3950X 16-Core Processor,AM4,3.5 GHz,4.7 GHz,16,32,105 W,"L1: 1024 KB, L2: 8.0 MB, L3: 64 MB",,AMD Ryzen 9 3950X 16-Core Processor,Q4 2019,84.55,148,From submitted results to PerformanceTest V10 as of 31st of October 2023.,38892,2708,"133,775 MOps/Sec","78,098 MOps/Sec",185 Million Primes/Sec,"64,148 Thousand Strings/Sec","38,080 MBytes/Sec","588,269 KBytes/Sec","1,651 Frames/Sec","36,699 Million Matrices/Sec","2,708 MOps/Sec",2708.0,36699.0,78098.0,Desktop,,,,,,,
3563,AMD Ryzen 9 PRO 3900,AMD Ryzen 9 PRO 3900 12-Core Processor,AM4,3.1 GHz,4.3 GHz,12,24,65 W,"L1: 768 KB, L2: 6.0 MB, L3: 64 MB",,AMD Ryzen 9 PRO 3900 12-Core Processor,Q3 2019,NA,212,NA,31576,2688,"100,861 MOps/Sec","59,023 MOps/Sec",201 Million Primes/Sec,"48,611 Thousand Strings/Sec","27,953 MBytes/Sec","382,242 KBytes/Sec","1,809 Frames/Sec","25,775 Million Matrices/Sec","2,688 MOps/Sec",2688.0,25775.0,59023.0,Desktop,,,,,,,
3610,AMD EPYC 7302P,AMD EPYC 7302P 16-Core Processor,SP3,3.0 GHz,3.3 GHz,16,32,155 W,"L1: 1024 KB, L2: 8.0 MB, L3: 128 MB",,AMD EPYC 7302P 16-Core Processor,Q4 2019,38.56,199,From submitted results to PerformanceTest V10 as of 31st of October 2023.,32734,1891,"103,235 MOps/Sec","61,326 MOps/Sec",273 Million Primes/Sec,"52,600 Thousand Strings/Sec","31,054 MBytes/Sec","473,619 KBytes/Sec","3,019 Frames/Sec","29,917 Million Matrices/Sec","1,891 MOps/Sec",1891.0,29917.0,61326.0,Server,,,,,,,
3617,AMD Ryzen Threadripper 3960X,AMD Ryzen Threadripper 3960X 24-Core Processor,sTRX4,3.8 GHz,4.5 GHz,24,48,280 W,"L1: 1536 KB, L2: 12.0 MB, L3: 128 MB",,AMD Ryzen Threadripper 3960X 24-Core Processor,Q4 2019,37.22,71,From submitted results to PerformanceTest V10 as of 31st of October 2023.,54886,2677,"199,303 MOps/Sec","116,504 MOps/Sec",421 Million Primes/Sec,"95,384 Thousand Strings/Sec","57,257 MBytes/Sec","893,777 KBytes/Sec","3,332 Frames/Sec","57,906 Million Matrices/Sec","2,677 MOps/Sec",2677.0,57906.0,116504.0,Desktop,,,,,,,
3703,Intel Xeon Gold 6138T @ 2.00GHz,"Intel(R) Xeon(R) Gold 6138T CPU @ 2.00GHz, Intel Xeon Gold 6138T CPU @ 2.00GHz",FCLGA3647,2.0 GHz,3.7 GHz,20,40,125 W,"L1: 1024 KB, L2: 16.0 MB, L3: 28 MB","Max. Memory Size: 768 GB (DDR4-2666, ECC Supported)","Intel(R) Xeon(R) Gold 6138T CPU @ 2.00GHz, Intel Xeon Gold 6138T CPU @ 2.00GHz",Q2 2020,6.17,467,From submitted results to PerformanceTest V10 as of 31st of October 2023.,20649,2087,"97,707 MOps/Sec","57,038 MOps/Sec",58 Million Primes/Sec,"35,228 Thousand Strings/Sec","11,549 MBytes/Sec","430,090 KBytes/Sec",632 Frames/Sec,"26,590 Million Matrices/Sec","2,087 MOps/Sec",2087.0,26590.0,57038.0,Server,,,,,,,
3594,Intel Core i5-8365UE @ 1.60GHz,Intel UHD Graphics 620,FCBGA1528,1.6 GHz,4.1 GHz,4,8,15 W,"L1: 256 KB, L2: 1.0 MB, L3: 6 MB","Max. Memory Size: 64 GB (DDR4-2400, LPDDR3-2133)","Intel(R) Core(TM) i5-8365UE CPU @ 1.60GHz, Intel Core i5-8365UE CPU @ 1.60GHz",Q4 2019,19.23,1468,From submitted results to PerformanceTest V10 as of 31st of October 2023.,5711,2188,"21,347 MOps/Sec","12,664 MOps/Sec",18 Million Primes/Sec,"10,123 Thousand Strings/Sec","1,902 MBytes/Sec","75,121 KBytes/Sec",396 Frames/Sec,"4,391 Million Matrices/Sec","2,188 MOps/Sec",2188.0,4391.0,12664.0,Laptop,12.5 W,: 25 W,,,,,
